# RLEdb
# Citation : Zhao, M., Chen, X., Gao, G. et al. RLEdb: a database of rate-limiting enzymes and their regulation in human, rat, mouse, yeast and E. coli. Cell Res 19, 793–795 (2009). https://doi.org/10.1038/cr.2009.61

P4HB	DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB
FURIN	FUR|PACE|PCSK3|SPC1
PAFAH1B1	LIS1|LIS2|MDCR|MDS|PAFAH
PAFAH1B2	HEL-S-303
PAFAH1B3	PAFAHG
PAFAH2	HSD-PLA2
PAH	PH|PKU|PKU1
PARN	DAN
PAX6	AN|AN2|D11S812E|FVH1|MGDA|WAGR
PC	PCB
PCBD1	DCOH|PCBD|PCD|PHS
PCCA	-
PCCB	-
PCK1	PEPCK-C|PEPCK1|PEPCKC
PCK2	PEPCK|PEPCK-M|PEPCK2
PCSK1	BMIQ12|NEC1|PC1|PC3|SPC3
PCYT1A	CCTA|CT|CTA|CTPCT|PCYT1|SMDCRD
PDE1A	CAM-PDE-1A|HCAM-1|HCAM1|HSPDE1A
PDK1	-
ENPP1	ARHR2|COLED|M6S1|NPP1|NPPS|PC-1|PCA1|PDNP1
ENPP2	ATX|ATX-X|AUTOTAXIN|LysoPLD|NPP2|PD-IALPHA|PDNP2
ENPP3	B10|CD203c|NPP3|PD-IBETA|PDNP3
PFAS	FGAMS|FGAR-AT|FGARAT|PURL
PFDN1	PDF|PFD1
PFKFB1	F6PK|HL2K|PFRX
PFKL	ATP-PFK|PFK-B|PFK-L
PFKM	ATP-PFK|GSD7|PFK-1|PFK1|PFKA|PFKX|PPP1R122
PFKP	ATP-PFK|PFK-C|PFK-P|PFKF
PGAM1	HEL-S-35|PGAM-B|PGAMA
PGAM2	GSD10|PGAM-M|PGAMM
PGD	6PGD
PGK1	HEL-S-68p|MIG10|PGKA
PGK2	HEL-S-272|PGKB|PGKPS|dJ417L20.2
PGM1	CDG1T|GSD14
PGM3	AGM1|IMD23|PAGM|PGM 3
ABCB1	ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1
ABCB4	ABC21|GBD1|ICP3|MDR2|MDR2/3|MDR3|PFIC-3|PGY3
PHKA1	PHKA
PHKA2	GSD9A|PHK|PYK|PYKL|XLG|XLG2
PHKB	-
PHKG1	PHKG
PHKG2	GSD9C
PHYH	LN1|LNAP1|PAHX|PHYH1|RD
PIGA	GPI3|MCAHS2|PIG-A|PNH1
PIGC	GPI2
PIGF	-
PIGH	GPI-H
PIK3C2A	CPK|PI3-K-C2(ALPHA)|PI3-K-C2A
PIK3CA	CLOVE|CWS5|MCAP|MCM|MCMTC|PI3K|p110-alpha
PI4KA	PI4K-ALPHA|PIK4CA|pi4K230
PI4KB	NPIK|PI4K-BETA|PI4K92|PI4KBETA|PI4KIIIBETA|PIK4CB
PIP4K2A	PI5P4KA|PIP5K2A|PIP5KII-alpha|PIP5KIIA|PIPK
PKLR	PK1|PKL|PKR|PKRL|RPK
PLA2G1B	PLA2|PLA2A|PPLA2
PLAUR	CD87|U-PAR|UPAR|URKR
PLCB2	PLC-beta-2
PLCB4	ARCND2|PI-PLC
PLCD1	NDNC3|PLC-III
PLD1	-
PLIN1	FPLD4|PERI|PLIN
PLTP	BPIFE|HDLCQ9
PMM1	Sec53
PMM2	CDG1|CDG1a|CDGS|PMI|PMI1|PMM 2
EXOSC9	PM/Scl-75|PMSCL1|RRP45|Rrp45p|p5|p6
PNLIP	PL|PNLIPD|PTL
PNLIPRP1	PLRP1
PNLIPRP2	PLRP2
PNMT	PENT|PNMTase
POLA1	NSX|POLA|p180
POLD1	CDC2|CRCS10|MDPL|POLD
POLD2	-
POLE	CRCS12|FILS|POLE1
POLE2	DPE2
POLR2A	POLR2|POLRA|RPB1|RPBh1|RPO2|RPOL2|RpIILS|hRPB220|hsRPB1
POMC	ACTH|CLIP|LPH|MSH|NPP|POC
PPARA	NR1C1|PPAR|PPARalpha|hPPAR
PPARG	CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma
MED1	CRSP1|CRSP200|DRIP205|DRIP230|PBP|PPARBP|PPARGBP|RB18A|TRAP220|TRIP2
PPAT	ATASE|GPAT|PRAT
CTSA	GLB2|GSL|NGBE|PPCA|PPGB
PPOX	PPO|V290M|VP
PPP1CA	PP-1A|PP1A|PP1alpha|PPP1A
PRELP	MST161|MSTP161|SLRR2A
PRIM1	p49
PRIM2	PRIM2A|p58
PRKAA1	AMPK|AMPKa1
PRKAR1A	ACRDYS1|ADOHR|CAR|CNC|CNC1|PKR1|PPNAD1|PRKAR1|TSE1
PRKCA	AAG6|PKC-alpha|PKCA|PRKACA
PRKCD	ALPS3|CVID9|MAY1|PKCD|nPKC-delta
PRKD1	PKC-MU|PKCM|PKD|PRKCM
PRKCSH	AGE-R2|G19P1|PCLD|PKCSH|PLD1
MAPK11	P38B|P38BETA2|PRKM11|SAPK2|SAPK2B|p38-2|p38Beta
PROC	APC|PC|PROC1|THPH3|THPH4
PRODH	HSPOX2|PIG6|POX|PRODH1|PRODH2|TP53I6
PROS1	PROS|PS21|PS22|PS23|PS24|PS25|PSA|THPH5|THPH6
PRPS1	ARTS|CMTX5|DFN2|DFNX1|PPRibP|PRS-I|PRSI
PRPS2	PRSII
LGMN	AEP|LGMN1|PRSC1
PSAP	GLBA|SAP1
PSMA1	HC2|HEL-S-275|NU|PROS30
PSMC1	P26S4|S4|p56
PSMD1	P112|Rpn2|S1
PSME1	IFI5111|PA28A|PA28alpha|REGalpha
PSME2	PA28B|PA28beta|REGbeta
PSPH	PSP|PSPHD
PTEN	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1
PTGDS	L-PGDS|LPGDS|PDS|PGD2|PGDS|PGDS2
PTGIS	CYP8|CYP8A1|PGIS|PTGI
PTGS1	COX1|COX3|PCOX1|PES-1|PGG/HS|PGHS-1|PGHS1|PHS1|PTGHS
PYCR1	ARCL2B|ARCL3B|P5C|P5CR|PIG45|PP222|PRO3|PYCR
ALDH18A1	ARCL3A|GSAS|P5CS|PYCS
PCYT2	ET
PYGB	GPBB
PYGL	GSD6
PYGM	-
QDPR	DHPR|PKU2|SDR33C1
RANBP2	ADANE|ANE1|IIAE3|NUP358|TRP1|TRP2
RAP1A	C21KG|G-22K|KREV-1|KREV1|RAP1|SMGP21
RAP1B	K-REV|RAL1B
RBP2	CRABP-II|CRBP2|CRBPII|RBPC2
RDH5	9cRDH|HSD17B9|RDH1|SDR9C5
RENBP	RBP|RNBP
RORA	NR1F1|ROR1|ROR2|ROR3|RZR-ALPHA|RZRA
RPE	RPE2-1
RPE65	BCO3|LCA2|RP20|mRPE65|rd12|sRPE65
RPL3	ASC-1|L3|TARBP-B
RPLP0	L10E|LP0|P0|PRLP0|RPP0
RPLP1	LP1|P1|RPP1
RPLP2	D11S2243E|LP2|P2|RPP2
RPN1	OST1|RBPH1
RPN2	RIBIIR|RPN-II|RPNII|SWP1
RPS2	LLREP3|S2
RPS3	S3
RPS3A	FTE1|MFTL|S3A
RPS4X	CCG2|DXS306|RPS4|S4|SCAR|SCR10
RPS4Y1	RPS4Y|S4
RPS5	S5
RRM1	R1|RIR1|RR1
RRM2	R2|RR2|RR2M
RXRA	NR2B1
ACSM3	SA|SAH
SAT1	DC21|KFSD|KFSDX|SAT|SSAT|SSAT-1
MSMO1	DESP4|ERG25|SC4MOL
SC5D	ERG3|S5DES|SC5DL
SCP2	NLTP|NSL-TP|SCP-2|SCP-CHI|SCP-X|SCPX
SDC1	CD138|SDC|SYND1|syndecan
SDC2	CD362|HSPG|HSPG1|SYND2
SDC4	SYND4
SDHA	CMD1GG|FP|PGL5|SDH1|SDH2|SDHF
SDHB	CWS2|IP|PGL4|SDH|SDH1|SDH2|SDHIP
SDHC	CYB560|CYBL|PGL3|QPS1|SDH3
SDHD	CBT1|CII-4|CWS3|PGL|PGL1|QPs3|SDH4|cybS
SEC13	D3S1231E|SEC13L1|SEC13R|npp-20
SGSH	HSS|MPS3A|SFMD
FBXW4	DAC|FBW4|FBWD4|SHFM3|SHSF3
SHMT1	CSHMT|SHMT
SHMT2	GLYA|HEL-S-51e|SHMT
SI	-
ST6GAL1	SIAT1|ST6GalI|ST6N
SLC22A2	OCT2
SMARCD3	BAF60C|CRACD3|Rsc6p
SMN1	BCD541|GEMIN1|SMA|SMA1|SMA2|SMA3|SMA4|SMA@|SMN|SMNT|T-BCD541|TDRD16A
SMPD2	ISC1|NSMASE|NSMASE1
SMS	MRSR|SPMSY|SRS|SpS
SNAP25	RIC-4|RIC4|SEC9|SNAP|SNAP-25|bA416N4.2|dJ1068F16.2
SNRPB	COD|SNRPB1|Sm-B/B'|SmB/B'|SmB/SmB'|snRNP-B
SNRPD1	HsT2456|SMD1|SNRPD|Sm-D1
SNRPE	B-raf|HYPT11|SME|Sm-E
SNRPF	SMF|Sm-F|snRNP-F
SNRPG	SMG|Sm-G
SORD	HEL-S-95n|SORD1
UAP1	AGX|AGX1|AGX2|SPAG2
SQLE	-
SRD5A1	S5AR 1
SRD5A2	-
AKR1D1	3o5bred|CBAS2|SRD5B1
SREBF1	SREBP-1c|SREBP1|bHLHd1
SREBF2	SREBP-2|SREBP2|bHLHd2
SRM	PAPT|SPDSY|SPS1|SRML1
SRP9	ALURBP
SRP72	BMFF|BMFS1|HEL103
SRPR	DP|Sralpha
SSR1	TRAPA
SSR2	TLAP|TRAP-BETA|TRAPB
SSR3	TRAPG
SSR4	CDG1Y|TRAPD
STAR	STARD1
SULT1E1	EST|EST-1|ST1E1|STE
ELOVL4	ADMD|CT118|ISQMR|SCA34|STGD2|STGD3
STK11	LKB1|PJS|hLKB1
SULT1A2	HAST4|P-PST|ST1A2|STP2|TSPST2
STX1A	HPC-1|P35-1|STX1|SYN1A
STXBP1	MUNC18-1|NSEC1|P67|RBSEC1|UNC18
SULT1A1	HAST1/HAST2|P-PST|PST|ST1A1|ST1A3|STP|STP1|TSPST1
SULT1A3	HAST|HAST3|M-PST|ST1A3|ST1A3/ST1A4|ST1A5|STM|TL-PST
SULT2B1	HSST2
SUOX	-
SULT2A1	DHEA-ST|DHEAS|HST|ST2|ST2A1|ST2A3|STD|hSTa
ABCC8	ABC36|HHF1|HI|HRINS|MRP8|PHHI|SUR|SUR1|SUR1delta2|TNDM2
MED22	MED24|SURF5|surf-5
VAMP2	SYB2|VAMP-2
SYT5	-
TALDO1	TAL|TAL-H|TALDOR|TALH
TAT	-
TAZ	BTHS|CMD3A|EFE|EFE2|G4.5|LVNCX|Taz1
TBCA	-
TBCC	CFC
TBCD	SSD-1|tfcD
TBCE	HRD|KCS|KCS1|pac2
TBL1X	EBI|SMAP55|TBL1
TBXAS1	BDPLT14|CYP5|CYP5A1|GHOSAL|THAS|TS|TXAS|TXS
MLX	MAD7|MXD7|TCFL4|bHLHd13
TCP1	CCT-alpha|CCT1|CCTa|D6S230E|TCP-1-alpha
TDO2	TDO|TO|TPH2|TRPO
TEAD1	AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1
TEAD4	EFTR-2|RTEF1|TCF13L1|TEF-3|TEF3|TEFR-1|hRTEF-1B
TEAD3	DTEF-1|ETFR-1|TEAD-3|TEAD5|TEF-5|TEF5
TH	DYT14|DYT5b|TYH
TK1	TK2
TK2	MTDPS2|MTTK|SCA31
TKT	HEL107|TK|TKT1
TM7SF2	ANG1|DHCR14A|NET47
TP53	BCC7|LFS1|P53|TRP53
TPH1	TPRH|TRPH
TPI1	HEL-S-49|TIM|TPI|TPID
TPMT	-
TPO	MSA|TDH2A|TPX
TPR	-
CCT3	CCT-gamma|CCTG|PIG48|TCP-1-gamma|TRIC5
TSHB	TSH-B|TSH-BETA
TST	RDS
TSTA3	FX|P35B|SDR4E1
TUBA4A	H2-ALPHA|TUBA1
TUBA3C	TUBA2|bA408E5.3
TUBB2A	CDCBM5|TUBB|TUBB2|dJ40E16.7
TXN	TRDX|TRX|TRX1
TXNRD1	GRIM-12|TR|TR1|TRXR1|TXNR
TYMS	HST422|TMS|TS
TYR	ATN|CMM8|OCA1|OCA1A|OCAIA|SHEP3
TYRP1	CAS2|CATB|GP75|OCA3|TRP|TRP1|TYRP|b-PROTEIN
UBA52	CEP52|HUBCEP52|L40|RPL40
UGCG	GCS|GLCT1
UGDH	GDH|UDP-GlcDH|UDPGDH|UGD
UGP2	UDPG|UDPGP|UDPGP2|UGP1|UGPP1|UGPP2|pHC379
UGT2B4	HLUG25|UDPGT2B4|UDPGTH1|UDPGTh-1|UGT2B11
UGT8	CGT|UGT4
UCK2	TSA903|UK|UMPK
UMPS	OPRT
UPP1	UDRPASE|UP|UPASE|UPP
UROD	PCT|UPD
UROS	UROIIIS
VBP1	PFD3|PFDN3|VBP-1
VDAC1	PORIN|VDAC-1
WARS	GAMMA-2|IFI53|IFP53
EIF4H	WBSCR1|WSCR1|eIF-4H
XDH	XO|XOR
XPO1	CRM1|emb|exp1
YWHAB	GW128|HEL-S-1|HS1|KCIP-1|YWHAA
YWHAZ	14-3-3-zeta|HEL-S-3|HEL4|KCIP-1|YWHAD
ZFP36	G0S24|GOS24|NUP475|RNF162A|TIS11|TTP|zfp-36
MOGS	CDG2B|CWH41|DER7|GCS1
TUBA1A	B-ALPHA-1|LIS3|TUBA3
ALDH5A1	SSADH|SSDH
PLA2G7	LDL-PLA2|LP-PLA2|PAFAD|PAFAH
TUSC3	D8S1992|M33|MRT22|MRT7|N33|OST3A
NUP214	CAIN|CAN|D9S46E|N214|p250
CUBN	IFCR|MGA1|gp280
SLC25A16	D10S105E|GDA|GDC|HGT.1|ML7|hML7
PDHX	DLDBP|E3BP|OPDX|PDX1|proX
AAAS	AAA|AAASb|ADRACALA|ADRACALIN|ALADIN
ANP32A	C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32
ST8SIA2	HsT19690|SIAT8B|ST8SIA-II|STX
NCOA3	ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP
PNPLA4	DXS1283E|GS2|iPLA2eta
USP11	UHX1
TKTL1	TKR|TKT2
ACOX2	BCOX|BRCACOX|BRCOX|THCCox
ACOX3	-
NME5	NM23-H5|NM23H5|RSPH23
PIP5K1A	-
SLC25A11	OGC|SLC20A4
BBOX1	BBH|BBOX|G-BBH|gamma-BBH
GNPAT	DAP-AT|DAPAT|DHAPAT
TEAD2	ETF|TEAD-2|TEF-4|TEF4
RAE1	MIG14|MRNP41|Mnrp41|dJ481F12.3|dJ800J21.1
GEMIN2	SIP1|SIP1-delta
PIK3R3	p55|p55-GAMMA
NDST2	HSST2|NST2
LIPF	GL|HGL|HLAL
DGKZ	DAGK5|DAGK6|DGK-ZETA|hDGKzeta
DGKE	DAGK5|DAGK6|DGK|NPHS7
DGKD	DGKdelta|dgkd-2
DDO	DASOX|DDO-1|DDO-2
CHST1	C6ST|GST-1|KS6ST|KSGal6ST|KSST
AGPS	ADAP-S|ADAS|ADHAPS|ADPS|ALDHPSY
DEGS1	DEGS|DEGS-1|DES1|Des-1|FADS7|MLD
KMO	dJ317G22.1
PDXK	C21orf124|C21orf97|HEL-S-1a|PKH|PNK
KHSRP	FBP2|FUBP2|KSRP
SLC25A12	AGC1|ARALAR
PLA2G4C	CPLA2-gamma
RDH16	RODH-4|SDR9C8
PPAP2A	LLP1a|LPP1|PAP-2a|PAP2
PPAP2C	LPP2|PAP-2c|PAP2-g
PPAP2B	Dri42|LPP3|PAP2B|VCIP
PDE8B	ADSD|PPNAD3
AOC3	HPAO|SSAO|VAP-1|VAP1
AKR1C3	DD3|DDX|HA1753|HAKRB|HAKRe|HSD17B5|PGFS|hluPGFS
ABCB11	ABC16|BRIC2|BSEP|PFIC-2|PFIC2|PGY4|SPGP
NCOA1	F-SRC-1|KAT13A|RIP160|SRC1|bHLHe42|bHLHe74
PDE5A	CGB-PDE|CN5A|PDE5
ALDH4A1	ALDH4|P5CD|P5CDh
EIF3A	EIF3|EIF3S10|P167|TIF32|eIF3-p170|eIF3-theta|p180|p185
JMJD7-PLA2G4B	HsT16992|cPLA2-beta
HYAL2	LUCA2
DGAT1	ARAT|ARGP1|DGAT|DIAR7
B4GALT4	B4Gal-T4|beta4Gal-T4
B4GALT3	beta4Gal-T3
B4GALT2	B4Gal-T2|B4Gal-T3|beta4Gal-T2
ABCC3	ABC31|EST90757|MLP2|MOAT-D|MRP3|cMOAT2
GPAA1	GAA1|hGAA1
TNFSF13	APRIL|CD256|TALL-2|TALL2|TRDL-1|ZTNF2
CDS2	-
MTMR1	-
FBP2	-
FPGT	GFPP
PEX11A	PEX11-ALPHA|PMP28|hsPEX11p
SUCLG2	GBETA
SUCLG1	GALPHA|MTDPS9|SUCLA1
SUCLA2	A-BETA|MTDPS5|SCS-betaA
DPM1	CDGIE|MPDS
DPM2	CDG1U
INPP4B	-
CES2	CE-2|CES2A1|PCE-2|iCE
IQGAP1	HUMORFA01|SAR1|p195
GMPS	-
HDAC3	HD3|RPD3|RPD3-2
ALDH1A2	RALDH(II)|RALDH2|RALDH2-T
PROZ	PZ
SYNJ1	INPP5G|PARK20
SYNJ2	INPP5H
SPHK1	SPHK
SGPL1	S1PL|SPL
SLC5A6	SMVT
EIF2B4	EIF-2B|EIF2B|EIF2Bdelta
MTMR3	FYVE-DSP1|ZFYVE10
MTMR2	CMT4B|CMT4B1
GYG2	GN-2|GN2
KYNU	KYNUU
MGAM	MG|MGA
P4HA2	-
CH25H	C25H
RPL14	CAG-ISL-7|CTG-B33|L14|RL14|hRL14
NFS1	IscS|NIFS
PAPSS2	ATPSK2|BCYM4|SK2
PAPSS1	ATPSK1|PAPSS|SK1
PIGQ	GPI1|c407A10.1
MTMR4	FYVE-DSP2|ZFYVE11
SLC16A4	MCT4|MCT5
SLC16A3	MCT 3|MCT 4|MCT-3|MCT-4|MCT3|MCT4
RQCD1	CNOT9|CT129|RCD-1|RCD1
DGKI	DGK-IOTA
VAPB	ALS8|VAMP-B|VAP-B
VAPA	VAP-33|VAP-A|VAP33|hVAP-33
LRAT	LCA14
GCNT3	C2/4GnT|C24GNT|C2GNT2|C2GNTM|GNTM
DHRS3	DD83.1|RDH17|Rsdr1|SDR1|SDR16C1|retSDR1
MAPKAPK2	MAPKAP-K2|MK-2|MK2
MED14	CRSP150|CRSP2|CSRP|CXorf4|DRIP150|EXLM1|RGR1|TRAP170
B4GALT6	B4Gal-T6|beta4Gal-T6
B4GALT5	B4Gal-T5|BETA4-GALT-IV|beta4Gal-T5|beta4GalT-V|gt-V
CNOT8	CAF1|CALIF|Caf1b|POP2|hCAF1
NDST3	HSST3
RPL23	L23|rpL17
GRHPR	GLXR|GLYD|PH2
LIPG	EDL|EL|PRO719
HS6ST1	HH15|HS6ST
MED21	SRB7|SURB7|hSrb7
FADS2	D6D|DES6|FADSD6|LLCDL2|SLL0262|TU13
ABCG2	ABC15|ABCP|BCRP|BCRP1|BMDP|CD338|CDw338|EST157481|GOUT1|MRX|MXR|MXR1|UAQTL1
CHST2	C6ST|GST-2|GST2|Gn6ST-1|HEL-S-75|glcNAc6ST-1
MED23	ARC130|CRSP130|CRSP133|CRSP3|DRIP130|MRT18|SUR-2|SUR2
MED17	CRSP6|CRSP77|DRIP80|TRAP80
MED26	CRSP7|CRSP70
MED27	CRAP34|CRSP34|CRSP8|TRAP37
MED7	ARC34|CRSP33|CRSP9
GSTO1	GSTO 1-1|GSTTLp28|HEL-S-21|P28|SPG-R
GGPS1	GGPPS|GGPPS1
PCYT1B	CCTB|CTB
CHST3	C6ST|C6ST1|HSD
MED20	PRO0213|TRFP
PIGL	CHIME
PIGB	GPI-MT-III|PIG-B
PGS1	-
PSMF1	PI31
AKAP5	AKAP75|AKAP79|H21
PMPCB	Beta-MPP|MPP11|MPPB|MPPP52|P-52
GAL3ST1	CST
SPTLC2	HSN1C|LCB2|LCB2A|NSAN1C|SPT2|hLCB2a
TECR	GPSN2|MRT14|SC2|TER
POLR1C	RPA39|RPA40|RPA5|RPAC1|TCS3
PTGES	MGST-IV|MGST1-L1|MGST1L1|MPGES|PGES|PIG12|PP102|PP1294|TP53I12|mPGES-1
MINPP1	HIPER1|MINPP2|MIPP
NR1D1	EAR1|THRA1|THRAL|ear-1|hRev
CLOCK	KAT13D|bHLHe8
ENTPD4	LALP70|LAP70|LYSAL1|NTPDase-4|UDPase
PRDX6	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29
NCOR1	N-CoR|N-CoR1|PPP1R109|TRAC1|hN-CoR
NCOR2	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1
GDA	CYPIN|GUANASE|NEDASIN
ABCG1	ABC8|WHITE1
GNA14	-
NUP155	ATFB15|N155
SEC24C	-
HS2ST1	dJ604K5.2
LPIN2	-
EIF5B	IF2
SDC3	SDCN|SYND3
NUP93	NIC96
EDEM1	EDEM
MLEC	KIAA0152
EIF4A3	DDX48|MUK34|NMP265|NUK34|RCPS|eIF4AIII
SPCS2	-
PTDSS1	LMHD|PSS1|PSSA
TOMM20	MAS20|MOM19|TOM20
NUPL1	PRO2463
LCMT2	PPM2|TYW4
PSMD6	Rpn7|S10|SGA-113M|p42A|p44S10
MED24	ARC100|CRSP100|CRSP4|DRIP100|THRAP4|TRAP100
TOMM70A	-
SEC24D	-
POM121	P145|POM121A
SMG7	C1orf16|EST1C|SGA56M
FIG4	ALS11|BTOP|CMT4J|KIAA0274|SAC3|YVS|dJ249I4.1
LPGAT1	FAM34A|FAM34A1|NET8
RBM8A	BOV-1A|BOV-1B|BOV-1C|C1DELq21.1|DEL1q21.1|MDS014|RBM8|RBM8B|TAR|Y14|ZNRP|ZRNP1
GFPT2	GFAT2
HS3ST4	3-OST-4|30ST4|3OST4|h3-OST-4
HS3ST3B1	30ST3B1|3OST3B1
HS3ST3A1	30ST3A1|3OST3A1
HS3ST2	30ST2|3OST2
HS3ST1	3OST|3OST1
SLC23A2	NBTL1|SLC23A1|SVCT2|YSPL2
SLC23A1	SLC23A2|SVCT1|YSPL3
MED12	ARC240|CAGH45|FGS1|HOPA|MED12S|OHDOX|OKS|OPA1|TNRC11|TRAP230
NUP153	HNUP153|N153
SCO2	CEMCOX1|MYP6|SCO1L
MED6	ARC33|NY-REN-28
NR2E3	ESCS|PNR|RNR|RP37|rd7
ACOT8	HNAACTE|PTE-1|PTE-2|PTE1|PTE2|hACTE-III|hTE
GNPDA1	GNP1|GNPDA|GNPI|GPI|HLN
GNE	DMRV|GLCNE|IBM2|NM|Uae1
MED16	DRIP92|THRAP5|TRAP95
PIGK	GPI8
ABCC5	ABC33|EST277145|MOAT-C|MOATC|MRP5|SMRP|pABC11
COX17	-
MUC12	MUC-11|MUC-12|MUC11
SNUPN	KPNBL|RNUT1|Snurportin1
GPC6	OMIMD1
COL4A3BP	CERT|CERTL|GPBP|STARD11
UST	2OST
PREB	SEC12
NAMPT	1110035O14Rik|PBEF|PBEF1|VF|VISFATIN
AASS	LKR/SDH|LKRSDH|LORSDH
LPCAT3	C3F|LPCAT|LPLAT 5|LPSAT|MBOAT5|OACT5|nessy
SLC25A13	ARALAR2|CITRIN|CTLN2
SLC25A15	D13S327|HHH|ORC1|ORNT1
DHRS9	3-alpha-HSD|3ALPHA-HSD|RDH-E2|RDH-TBE|RDH15|RDHL|RDHTBE|RETSDR8|SDR9C4
ALG3	CDG1D|CDGS4|D16Ertd36e|NOT56L|Not56
NME6	IPIA-ALPHA|NDK 6|NM23-H6
PSMD14	PAD1|POH1|RPN11
GPHN	GEPH|GPH|GPHRYN|HKPX1|MOCODC
TIMM17B	DXS9822|TIM17B
AKR1A1	ALDR1|ALR|ARM|DD3|HEL-S-6
B3GNT3	B3GAL-T8|B3GN-T3|B3GNT-3|HP10328|TMEM3|beta3Gn-T3
WARS2	TrpRS
TUBA1B	K-ALPHA-1
BPNT1	HEL20|PIP
TUBB3	CDCBM|CDCBM1|CFEOM3|CFEOM3A|FEOM3|TUBB4|beta-4
TUBB4A	DYT4|TUBB4|beta-5
TUBB4B	Beta2|TUBB2|TUBB2C
CEPT1	-
PEMT	PEAMT|PEMPT|PEMT2|PNMT
ST3GAL6	SIAT10|ST3GALVI
RAPGEF3	CAMP-GEFI|EPAC|EPAC1|HSU79275|bcm910
YAP1	COB1|YAP|YAP2|YAP65|YKI
PRMT5	HRMT1L5|IBP72|JBP1|SKB1|SKB1Hs
CDIPT	PIS|PIS1
SEC24B	SEC24
LYPLA1	APT-1|APT1|LPL-I|LPL1|hAPT1
TIMM17A	TIM17|TIM17A
ACAA2	DSAEC
TOMM40	C19orf1|D19S1177E|PER-EC1|PEREC1|TOM40
ECI2	ACBD2|DRS-1|DRS1|HCA88|PECI|dJ1013A10.3
TIMM44	TIM44
PFDN6	H2-KE2|HKE2|KE-2|PFD6
SLC25A17	PMP34
SEC23A	CLSD
NCOA2	GRIP1|KAT13C|NCoA-2|SRC2|TIF2|bHLHe75
NOP56	NOL5A|SCA36
AGPAT1	1-AGPAT1|G15|LPAAT-alpha|LPAATA
AGPAT2	1-AGPAT2|BSCL|BSCL1|LPAAB|LPAAT-beta
SPTLC1	HSAN1|HSN1|LBC1|LCB1|SPT1|SPTI
SLC19A2	TC1|THMD1|THT1|THTR1|TRMA
ARFGEF2	BIG2|PVNH2|dJ1164I10.1
CCT7	CCTETA|CCTH|NIP7-1|TCP1ETA
CCT4	CCT-DELTA|Cctd|SRB
CCT2	99D8.1|CCT-beta|CCTB|HEL-S-100n|PRO1633|TCP-1-beta
TXNRD2	SELZ|TR|TR-BETA|TR3|TRXR2
SLCO1B1	HBLRR|LST-1|LST1|OATP-C|OATP1B1|OATP2|OATPC|SLC21A6
PAIP1	-
PAICS	ADE2|ADE2H1|AIRC|PAIS
ST6GALNAC2	SAITL1|SIAT7|SIAT7B|SIATL1|ST6GalNAII|STHM
POLR3F	RPC39|RPC6
MTX2	-
PMVK	HUMPMKI|PMK|PMKA|PMKASE
B3GNT2	B3GN-T2|B3GNT|B3GNT-2|B3GNT1|BETA3GNT|BGNT2|BGnT-2
GNB5	GB5
EBP	CDPX2|CHO2|CPX|CPXD
CCT8	C21orf112|Cctq|D21S246|PRED71
POLD3	P66|P68|PPP1R128
UGT2B11	-
NUP50	NPAP60|NPAP60L
AHCYL1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA
MTHFD2	NMDMC
NEU3	SIAL3
FTCD	LCHC1
PDE10A	HSPDE10A
HPSE	HPA|HPA1|HPR1|HPSE1|HSE1
ME3	NADP-ME
PPARGC1A	LEM6|PGC-1(alpha)|PGC-1v|PGC1|PGC1A|PPARGC1
LYVE1	CRSBP-1|HAR|LYVE-1|XLKD1
DHRS4	CR|NRDR|PHCR|PSCD|SCAD-SRL|SDR-SRL|SDR25C1|SDR25C2
MAN1A2	MAN1B
RNPS1	E5.1
UGT2A1	UDPGT2A1
SEC61B	-
SDS	SDH
SLC27A5	ACSB|ACSVL6|BACS|BAL|FACVL3|FATP-5|FATP5|VLACSR|VLCS-H2|VLCSH2
SLC27A2	ACSVL1|FACVL1|FATP2|HsT17226|VLACS|VLCS|hFACVL1
GLIPR1	CRISP7|GLIPR|RTVP1
RAPGEF4	2|CAMP-GEFII|CGEF2|EPAC|EPAC 2|EPAC2|Nbla00496
KERA	CNA2|KTN|SLRR2B
NUPL2	CG1|NLP-1|NLP_1|hCG1
HIBADH	NS5ATP1
POLR3A	ADDH|HLD7|RPC1|RPC155|hRPC155
PLA2G16	AdPLA|H-REV107-1|HRASLS3|HREV107|HREV107-1|HREV107-3|HRSL3
LSM6	YDR378C
